location,price,bedrooms,bathrooms,size
"Peoples Colony No 1, Faisalabad, Faisalabad",40000000,4,5,2250.0
"TECH Town (TNT Colony), Satiana Road, Faisalabad",59000000,6,6,4500.0
"Prime City, Satiana Road, Faisalabad",7800000,3,3,675.0
"Citi Housing Phase 2 Samundri Road, Citi Housing, Faisalabad",13000000,3,4,1125.0
"Four Season Housing, Faisalabad, Faisalabad",11500000,0,0,675.0
"Judicial Employees Coop Housing Society, Faisalabad, Faisalabad",58000000,5,6,4500.0
"Jaranwala Road, Faisalabad, Faisalabad",55000000,5,6,4050.0
"Satiana Road, Faisalabad, Faisalabad",16000000,4,4,1125.0
"Madina Town, Faisalabad, Faisalabad",80000000,7,6,4500.0
"Canal Road, Faisalabad, Faisalabad",85000000,5,0,3600.0
"Wapda City, Faisalabad, Faisalabad",28000000,4,5,2250.0
"Abdullah Gardens, East Canal Road, Faisalabad",110000000,5,6,4500.0
"Ghalib City, Faisalabad, Faisalabad",10000000,3,4,788.0
"Canal Road, Faisalabad, Faisalabad",6500000,1,1,360.0
"Eden Orchard Block Y, Eden Orchard, Faisalabad",14000000,0,0,1125.0
"TECH Town (TNT Colony), Satiana Road, Faisalabad",39000000,5,6,4500.0
"Canal Villas, Canal Expressway, Faisalabad",38000000,5,6,2025.0
"Canal Expressway, Faisalabad, Faisalabad",38000000,5,0,2025.0
"TECH Town (TNT Colony), Satiana Road, Faisalabad",13500000,5,5,1125.0
"Punjab Govt Servants Housing Foundation, Faisalabad, Faisalabad",13000000,4,4,1125.0
"TECH Town (TNT Colony), Satiana Road, Faisalabad",13500000,5,6,1350.0
"TECH Town (TNT Colony), Satiana Road, Faisalabad",32000000,5,6,2250.0
"TECH Town (TNT Colony), Satiana Road, Faisalabad",15100000,4,5,1125.0
"Heaven Villas, Narwala Road, Faisalabad",13000000,3,4,1125.0
"Riaz ul Jannah, Faisalabad, Faisalabad",35000000,5,5,1800.0
"Samundari Road, Faisalabad, Faisalabad",11500000,0,0,675.0
"Samundari Road, Faisalabad, Faisalabad",18500000,0,0,1125.0
"Gulberg Valley, Faisalabad, Faisalabad",11500000,3,4,900.0
"Gulberg Valley, Faisalabad, Faisalabad",7000000,3,4,562.0
"Eden Executive, Eden Gardens, Faisalabad",18000000,3,4,1125.0
"Samundari Road, Faisalabad, Faisalabad",13900000,3,4,1125.0
"Citi Housing Phase 2 Samundri Road, Citi Housing, Faisalabad",13000000,3,4,1125.0
"Eden Valley, Faisalabad, Faisalabad",62500000,5,6,2475.0
"Eden Valley, Faisalabad, Faisalabad",60000000,5,6,2475.0
"Abdullah Gardens, East Canal Road, Faisalabad",62500000,5,6,2250.0
"Eden Valley, Faisalabad, Faisalabad",55000000,0,0,2250.0
"Eden Valley, Faisalabad, Faisalabad",40000000,0,0,1575.0
"Eden Valley, Faisalabad, Faisalabad",55000000,0,0,2250.0
"Abdullah Gardens, East Canal Road, Faisalabad",110000000,0,0,4500.0
"Abdullah Gardens, East Canal Road, Faisalabad",45000000,0,0,2250.0
"Citi Housing - Phase 1, Citi Housing, Faisalabad",15500000,0,0,1125.0
"Eden Valley, Faisalabad, Faisalabad",55000000,5,6,2475.0
"Abdullah Gardens, East Canal Road, Faisalabad",92500000,5,6,3375.0
"Model City 1, Canal Road, Faisalabad",17000000,3,4,1125.0
"Gulberg Valley, Faisalabad, Faisalabad",11500000,2,3,900.0
"Gulberg Valley, Faisalabad, Faisalabad",6700000,3,4,495.0
"Green Orchard, Lower Canal Road, Faisalabad",6000000,3,4,788.0
"Gulberg Valley, Faisalabad, Faisalabad",8500000,3,4,675.0
"Gulberg Valley, Faisalabad, Faisalabad",11500000,3,4,855.0
"Four Season Housing, Faisalabad, Faisalabad",19800000,5,5,1125.0
"Four Season Housing, Faisalabad, Faisalabad",37500000,5,5,2250.0
"Sitara Sapna City, Faisalabad, Faisalabad",52500000,0,0,3375.0
"Four Season Housing, Faisalabad, Faisalabad",7500000,3,3,450.0
"Eden Orchard Block X, Eden Orchard, Faisalabad",16000000,0,0,1125.0
"Sitara Gold City, Satiana Road, Faisalabad",18500000,5,5,1125.0
"Eden Valley, Faisalabad, Faisalabad",55000000,4,5,2475.0
"Al Noor Garden, Faisalabad, Faisalabad",10000000,3,4,788.0
"Eden Valley, Faisalabad, Faisalabad",55000000,5,6,2475.0
"Eden Executive, Eden Gardens, Faisalabad",29000000,4,5,1575.0
"Eden Executive, Eden Gardens, Faisalabad",30000000,4,4,1575.0
"Eden Executive, Eden Gardens, Faisalabad",19000000,3,4,1125.0
"Canal Park, Faisalabad, Faisalabad",68000000,9,8,4500.0
"Wapda City - Block M, Wapda City, Faisalabad",32500000,4,4,2250.0
"Model City 2, Satiana Road, Faisalabad",21500000,4,4,1688.0
"Gulshan Rehman, Faisalabad, Faisalabad",9000000,4,4,900.0
"Rachna Town, Faisalabad, Faisalabad",8000000,3,3,788.0
"Gulberg Valley, Faisalabad, Faisalabad",7200000,3,3,562.0
"Eden Orchard Block X, Eden Orchard, Faisalabad",11500000,0,0,1125.0
"Four Season Housing, Faisalabad, Faisalabad",19000000,5,5,1125.0
"Four Season Housing, Faisalabad, Faisalabad",16200000,5,5,1125.0
"Four Season Housing, Faisalabad, Faisalabad",14900000,5,5,1125.0
"Green Valley, Samundari Road, Faisalabad",15000000,3,3,1125.0
"Green Valley, Samundari Road, Faisalabad",15000000,3,3,1125.0
"Four Season Housing, Faisalabad, Faisalabad",12000000,3,3,788.0
"Four Season Housing, Faisalabad, Faisalabad",19800000,5,5,1125.0
"Four Season Housing, Faisalabad, Faisalabad",25000000,5,5,1575.0
"Four Season Housing, Faisalabad, Faisalabad",16500000,5,5,1125.0
"Four Season Housing, Faisalabad, Faisalabad",24500000,5,5,1575.0
"Four Season Housing, Faisalabad, Faisalabad",12500000,3,3,1125.0
"Four Season Housing, Faisalabad, Faisalabad",13500000,3,3,1125.0
"Four Season Housing, Faisalabad, Faisalabad",9800000,3,3,788.0
"Saeed Colony, Faisalabad, Faisalabad",100000000,5,5,7200.0
"Saeed Colony, Faisalabad, Faisalabad",100000000,6,6,9000.0
"Eden Valley, Faisalabad, Faisalabad",28500000,4,5,1575.0
"Sitara Valley, Faisalabad, Faisalabad",17500000,3,4,1125.0
"Gulberg Valley, Faisalabad, Faisalabad",11500000,4,4,855.0
"Rehman Villas, Faisalabad, Faisalabad",22500000,5,6,2250.0
"Prime City, Satiana Road, Faisalabad",15000000,4,5,1125.0
"TECH Town (TNT Colony), Satiana Road, Faisalabad",28500000,5,6,2250.0
"Satiana Road, Faisalabad, Faisalabad",20000000,5,6,2025.0
"Al Barkat Villas, Faisalabad, Faisalabad",13500000,4,4,1012.0
"Khayaban-e-Green, Satiana Road, Faisalabad",12500000,4,5,1080.0
"Khayaban-e-Green, Satiana Road, Faisalabad",11000000,4,5,945.0
"Model City Royal Villas, Lower Canal Road, Faisalabad",16000000,3,6,1125.0
"Model City Royal Villas, Lower Canal Road, Faisalabad",16000000,3,6,1125.0
"Eden Executive, Eden Gardens, Faisalabad",15500000,4,4,1125.0
"Canal Road, Faisalabad, Faisalabad",19000000,3,4,900.0
"Eden Executive, Eden Gardens, Faisalabad",17500000,3,4,1125.0
"Model City 1, Canal Road, Faisalabad",17500000,0,0,1125.0
"Model City 1, Canal Road, Faisalabad",18500000,0,0,1125.0
"Model City 1, Canal Road, Faisalabad",28500000,0,0,1688.0
"Sitara Park City, Jaranwala Road, Faisalabad",24500000,0,0,1688.0
"Pine Garden, Jaranwala Road, Faisalabad",32000000,0,0,2250.0
"Sitara Park City, Jaranwala Road, Faisalabad",25000000,0,0,1688.0
"Model City 1, Canal Road, Faisalabad",15500000,0,0,945.0
"Al Noor Garden, Faisalabad, Faisalabad",16500000,0,0,1350.0
"Eden Gardens, Faisalabad, Faisalabad",18500000,0,0,1125.0
"Ghalib City, Faisalabad, Faisalabad",8000000,0,0,562.0
"Lyallpur Avenue, Jaranwala Road, Faisalabad",10000000,0,0,742.0
"Ghalib City, Faisalabad, Faisalabad",9500000,0,0,675.0
"204 Chak Road, Faisalabad, Faisalabad",6500000,0,0,562.0
"Model City 1, Canal Road, Faisalabad",28500000,0,0,1688.0
"Sitara Park City, Jaranwala Road, Faisalabad",24500000,0,0,1688.0
"Sitara Park City, Jaranwala Road, Faisalabad",22500000,5,5,1688.0
"Saeed Colony, Faisalabad, Faisalabad",23000000,4,5,1575.0
"Eden Gardens, Faisalabad, Faisalabad",18000000,3,5,1125.0
"Jaranwala Road, Faisalabad, Faisalabad",6800000,4,3,495.0
"Jaranwala Road, Faisalabad, Faisalabad",8500000,5,4,675.0
"Satiana Road, Faisalabad, Faisalabad",4500000,2,1,428.0
"Gulshan-E-Iqbal, Faisalabad, Faisalabad",2200000,2,2,315.0
"Abdullah Gardens, East Canal Road, Faisalabad",45000000,5,6,2250.0
"Shalimar Park, Faisalabad, Faisalabad",2650000,2,1,450.0
"Eden Orchard, Faisalabad, Faisalabad",17000000,3,4,1125.0
"Eden Orchard, Faisalabad, Faisalabad",13500000,3,4,1125.0
"Eden Orchard, Faisalabad, Faisalabad",13500000,4,5,1125.0
"Eden Orchard, Faisalabad, Faisalabad",17000000,3,4,1125.0
"Eden Orchard, Faisalabad, Faisalabad",14500000,5,6,1125.0
"Sitara Valley Phase 5, Sitara Valley, Faisalabad",13500000,3,4,788.0
"Abdullah Gardens, East Canal Road, Faisalabad",55000000,5,6,2250.0
"Tech Town Canal Road, Canal Road, Faisalabad",40000000,4,5,2250.0
"Canal Road, Faisalabad, Faisalabad",16000000,4,4,1125.0
"Ghalib City Block A, Ghalib City, Faisalabad",19900000,5,6,1350.0
"Allied City & Market - Block B, Allied City & Market, Faisalabad",10000000,3,4,788.0
"West Canal Residences, Canal Expressway, Faisalabad",12400000,0,0,0.0
"Eden Executive, Eden Gardens, Faisalabad",19000000,3,4,1125.0
"Sitara Sapna City, Faisalabad, Faisalabad",40000000,5,6,2250.0
"Sitara Diamond City, Satiana Road, Faisalabad",12500000,3,4,900.0
"Green Valley, Samundari Road, Faisalabad",13500000,3,4,900.0
"Haider Valley, Samundari Road, Faisalabad",4300000,3,3,450.0
"Wapda City - Block L, Wapda City, Faisalabad",12000000,0,0,1125.0
"Wapda City - Block H, Wapda City, Faisalabad",47500000,0,0,4500.0
"Amin Town, Faisalabad, Faisalabad",13000000,3,4,900.0
"Officers Colony No 1, Susan Road, Faisalabad",16500000,4,5,1125.0
"Abdullah Gardens, East Canal Road, Faisalabad",46000000,5,6,2250.0
"Canal Villas, Canal Expressway, Faisalabad",18000000,4,0,1125.0
"Jinnah Colony, Faisalabad, Faisalabad",5850000,0,0,450.0
"Jinnah Colony, Faisalabad, Faisalabad",5044000,0,0,382.0
"Kohinoor One, Jaranwala Road, Faisalabad",3800000,0,1,315.0
"Jaranwala Road, Faisalabad, Faisalabad",4500000,2,2,562.0
"Sabina Town, Lahore - Sheikhupura - Faisalabad Road, Faisalabad",12500000,4,5,1125.0
"Ghalib City Block C, Ghalib City, Faisalabad",12000000,4,3,1125.0
"Nawab Town, Faisalabad, Faisalabad",4300000,2,3,562.0
"Canal Park, Faisalabad, Faisalabad",25000000,4,5,1575.0
"Abdullah Gardens, East Canal Road, Faisalabad",60000000,4,4,2475.0
"The Edge Mall, Sargodha Road, Faisalabad",25200000,3,3,1800.0
"The Edge Mall, Sargodha Road, Faisalabad",21800000,3,3,1552.0
"The Edge Mall, Sargodha Road, Faisalabad",13300000,1,1,608.0
"The Edge Mall, Sargodha Road, Faisalabad",13300000,1,1,608.0
"The Edge Mall, Sargodha Road, Faisalabad",13300000,1,1,608.0
"The Edge Mall, Sargodha Road, Faisalabad",13300000,1,1,608.0
"The Edge Mall, Sargodha Road, Faisalabad",8245000,1,1,315.0
"The Edge Mall, Sargodha Road, Faisalabad",8245000,1,1,315.0
"The Edge Mall, Sargodha Road, Faisalabad",25200000,3,3,1800.0
"The Edge Mall, Sargodha Road, Faisalabad",25200000,3,3,1800.0
"The Edge Mall, Sargodha Road, Faisalabad",21800000,0,0,0.0
"The Edge Mall, Sargodha Road, Faisalabad",21800000,3,3,1552.0
"The Edge Mall, Sargodha Road, Faisalabad",15400000,2,2,1102.0
"The Edge Mall, Sargodha Road, Faisalabad",15400000,2,2,1102.0
"The Edge Mall, Sargodha Road, Faisalabad",14600000,2,2,1035.0
"The Edge Mall, Sargodha Road, Faisalabad",14600000,2,2,1035.0
"The Edge Mall, Sargodha Road, Faisalabad",12000000,1,1,855.0
"The Edge Mall, Sargodha Road, Faisalabad",12000000,1,1,855.0
"The Edge Mall, Sargodha Road, Faisalabad",5522000,1,1,382.0
"The Edge Mall, Sargodha Road, Faisalabad",5522000,1,1,382.0
"The Edge Mall, Sargodha Road, Faisalabad",26500000,0,0,0.0
"The Edge Mall, Sargodha Road, Faisalabad",35400000,0,0,0.0
"The Edge Mall, Sargodha Road, Faisalabad",8245000,1,1,315.0
"Green Orchard Apartments, Lower Canal Road, Faisalabad",8913000,0,0,0.0
"Green Orchard Apartments, Lower Canal Road, Faisalabad",8913000,0,0,0.0
"Green Orchard Apartments, Lower Canal Road, Faisalabad",9016000,0,0,0.0
"Green Orchard Apartments, Lower Canal Road, Faisalabad",8525000,0,0,0.0
"Green Orchard Apartments, Lower Canal Road, Faisalabad",8624000,0,0,0.0
"Green Orchard Apartments, Lower Canal Road, Faisalabad",8138000,0,0,0.0
"Green Orchard Apartments, Lower Canal Road, Faisalabad",8232000,0,0,0.0
"Swiss 99 Tower, Samundari Road, Faisalabad",11000000,0,0,0.0
"Swiss 99 Tower, Samundari Road, Faisalabad",10400000,0,0,0.0
"Swiss 99 Tower, Samundari Road, Faisalabad",12700000,0,0,0.0
"Four Season Housing, Faisalabad, Faisalabad",16500000,4,5,1125.0
"Ghulam Mohammad Abad, Faisalabad, Faisalabad",5200000,4,2,562.0
"Eden Valley, Faisalabad, Faisalabad",18500000,3,4,832.0
"Canal Garden, Faisalabad, Faisalabad",16000000,2,3,1125.0
"Millat Town, Faisalabad, Faisalabad",20000000,6,5,2250.0
"Canal Road, Faisalabad, Faisalabad",110000000,5,6,4500.0
"Ghalib City, Faisalabad, Faisalabad",8700000,3,4,630.0
"Canal Road, Faisalabad, Faisalabad",105000000,6,6,4500.0
"Abdullah Gardens, East Canal Road, Faisalabad",90000000,5,6,3375.0
"Canal Road, Faisalabad, Faisalabad",90000000,6,6,7200.0
"Gulistan Colony No 2, Faisalabad, Faisalabad",17500000,4,5,1125.0
"Officers Colony 2, Faisalabad, Faisalabad",16000000,6,6,1350.0
"Tech Town Canal Road, Canal Road, Faisalabad",45000000,5,6,2250.0
"Eden Valley, Faisalabad, Faisalabad",16000000,3,4,1125.0
"Wapda City - Block B, Wapda City, Faisalabad",27500000,4,5,2250.0
"Citi Housing, Faisalabad, Faisalabad",67500000,0,0,4500.0
"Amir Town, Canal Expressway, Faisalabad",27500000,5,5,2250.0
"Abdullah Gardens, East Canal Road, Faisalabad",50000000,5,6,2092.0
"Canal Road, Faisalabad, Faisalabad",60000000,6,6,4500.0
"Canal Road, Faisalabad, Faisalabad",32500000,4,5,2025.0
"Eden Garden Executive - Block E, Eden Executive, Faisalabad",15500000,3,4,1125.0
"Canal Road, Faisalabad, Faisalabad",145000000,8,6,13500.0
"Faisal Gardens, Faisalabad, Faisalabad",30000000,3,4,2250.0
"Faisal Gardens, Faisalabad, Faisalabad",30000000,3,4,2250.0
"Wapda City - Block B, Wapda City, Faisalabad",27500000,4,5,2250.0
"Wapda City - Block B, Wapda City, Faisalabad",27500000,4,5,2250.0
"Wapda City - Block E, Wapda City, Faisalabad",60000000,5,5,4500.0
"Swiss 99 Tower, Samundari Road, Faisalabad",34100000,0,0,0.0
"Al Noor Garden, Faisalabad, Faisalabad",10000000,3,4,675.0
"Sitara Colony, Faisalabad, Faisalabad",4650000,3,2,765.0
"Sitara Icon Tower, Samanabad Road, Faisalabad",19700000,0,0,0.0
"Sitara Icon Tower, Samanabad Road, Faisalabad",19700000,0,0,0.0
"Sitara Icon Tower, Samanabad Road, Faisalabad",7306000,0,0,0.0
"Sitara Icon Tower, Samanabad Road, Faisalabad",7306000,0,0,0.0
"Abdullah Gardens, East Canal Road, Faisalabad",110000000,5,6,4275.0
"Sitara Gold City, Satiana Road, Faisalabad",18000000,0,0,1125.0
"Sitara Gold City, Satiana Road, Faisalabad",27500000,0,0,1575.0
"Eden Executive Extension, Eden Gardens, Faisalabad",19000000,3,5,1125.0
"Eden Valley, Faisalabad, Faisalabad",20000000,3,4,1125.0
"Eden Executive, Eden Gardens, Faisalabad",17500000,3,4,1125.0
"Eden Gardens, Faisalabad, Faisalabad",30000000,4,4,1912.0
"Model City 1, Canal Road, Faisalabad",20000000,3,4,1125.0
"Eden Valley, Faisalabad, Faisalabad",35000000,4,5,1575.0
"Canal Park, Faisalabad, Faisalabad",11000000,3,4,675.0
"Heaven Habitat, Faisalabad, Faisalabad",15000000,5,5,1125.0
"Jaranwala Road, Faisalabad, Faisalabad",5000000,0,0,2025.0
"Eden Orchard, Faisalabad, Faisalabad",17500000,4,5,1125.0
"Eden Orchard Block Z, Eden Orchard, Faisalabad",25000000,4,5,1575.0
"Canal Garden, Faisalabad, Faisalabad",27500000,4,4,1125.0
"Madina Town, Faisalabad, Faisalabad",40000000,2,0,4500.0
"TECH Town (TNT Colony), Satiana Road, Faisalabad",7800000,0,0,675.0
"TECH Town (TNT Colony), Satiana Road, Faisalabad",13000000,0,0,1125.0
"TECH Town (TNT Colony), Satiana Road, Faisalabad",7800000,0,0,675.0
"Abdullah Gardens, East Canal Road, Faisalabad",45000000,5,6,2250.0
"Four Season Housing, Faisalabad, Faisalabad",22500000,5,5,1125.0
"Lyallpur Avenue, Jaranwala Road, Faisalabad",14000000,0,0,1125.0
"Bismillah Garden, Jaranwala Road, Faisalabad",25000000,0,0,1575.0
"Sitara Park City, Jaranwala Road, Faisalabad",9500000,0,0,1125.0
"Khawaja Islam Road, Faisalabad, Faisalabad",60000000,0,0,4500.0
"Sitara Park City, Jaranwala Road, Faisalabad",10500000,0,0,1125.0
"Khayaban Colony 2, Faisalabad, Faisalabad",30000000,0,0,2250.0
"Sitara Park City, Jaranwala Road, Faisalabad",14000000,0,0,1125.0
"Khayaban Gardens, Faisalabad, Faisalabad",65000000,6,6,4950.0
"Canal Park, Faisalabad, Faisalabad",30000000,4,5,1350.0
"Wapda City - Block L, Wapda City, Faisalabad",15500000,0,0,1125.0
"Lahore - Sheikhupura - Faisalabad Road, Faisalabad, Faisalabad",80000000,3,0,21150.0
"Eden Valley, Faisalabad, Faisalabad",65000000,5,6,2700.0
"Madina Town, Faisalabad, Faisalabad",15500000,6,0,1125.0
"Citi Housing - Phase 1, Citi Housing, Faisalabad",32500000,4,5,2250.0
"Four Season Housing, Faisalabad, Faisalabad",16500000,0,0,1125.0
"Canal Road, Faisalabad, Faisalabad",60000000,0,0,4500.0
"Canal Road, Faisalabad, Faisalabad",60000000,0,0,4500.0
"Eden Executive, Eden Gardens, Faisalabad",25000000,4,5,1575.0
"Canal Road, Faisalabad, Faisalabad",60000000,7,6,4500.0
"Gulberg Valley, Faisalabad, Faisalabad",7200000,3,4,562.0
"Gulberg Valley, Faisalabad, Faisalabad",7200000,3,3,562.0
"Gulberg Valley, Faisalabad, Faisalabad",7200000,3,3,562.0
"Gulberg Valley, Faisalabad, Faisalabad",7200000,3,3,562.0
"Eden Executive, Eden Gardens, Faisalabad",27500000,0,0,1575.0
"Eden Executive, Eden Gardens, Faisalabad",27500000,0,0,1575.0
"Eden Executive, Eden Gardens, Faisalabad",27500000,0,0,1575.0
"Eden Executive, Eden Gardens, Faisalabad",27500000,0,0,1575.0
"Eden Executive, Eden Gardens, Faisalabad",27500000,0,0,1575.0
"Jaranwala Road, Faisalabad, Faisalabad",6500000,0,0,1125.0
"Paramount Villas, Satiana Road, Faisalabad",13000000,3,4,900.0
"PGSHF -Block D1, Punjab Govt Servants Housing Foundation, Faisalabad",13200000,4,5,1125.0
"Gulbahar Colony, Faisalabad, Faisalabad",55000000,5,6,4500.0
"Dhobi Ghat, Faisalabad, Faisalabad",25000000,0,0,1125.0
"New Green Town, Faisalabad, Faisalabad",5700000,2,2,675.0
"Khayaban Gardens, Faisalabad, Faisalabad",22500000,0,0,1575.0
"Madina Town, Faisalabad, Faisalabad",14000000,4,5,1125.0
"Lahore - Sheikhupura - Faisalabad Road, Faisalabad, Faisalabad",22500000,7,0,1732.0
"Eden Valley, Faisalabad, Faisalabad",15000000,0,0,1125.0
"Gulistan Colony No 1, Faisalabad, Faisalabad",55000000,2,2,2250.0
"Eden Valley, Faisalabad, Faisalabad",18500000,4,5,1125.0
"Wapda City, Faisalabad, Faisalabad",14500000,0,0,1125.0
"Eden Valley, Faisalabad, Faisalabad",55000000,0,0,2475.0
"Four Seasons Phase 1, Four Season Housing, Faisalabad",17000000,4,5,1125.0
"Four Seasons Phase 1 - Saffron Enclave, Four Seasons Phase 1, Faisalabad",17500000,0,0,1125.0
"Four Seasons Phase 1 - Saffron Enclave, Four Seasons Phase 1, Faisalabad",16000000,0,0,1125.0
"Khayaban Gardens, Faisalabad, Faisalabad",65000000,0,0,4500.0
"Lyallpur Avenue, Jaranwala Road, Faisalabad",13500000,0,0,1125.0
"Abdullah Gardens, East Canal Road, Faisalabad",27500000,5,6,1575.0
"Sehgal City, Samundari Road, Faisalabad",13500000,3,4,2025.0
"Al Barkat Villas, Faisalabad, Faisalabad",10000000,2,2,1125.0
"Chenab Gardens, Faisalabad, Faisalabad",16000000,0,0,2250.0
"Chenab Gardens, Faisalabad, Faisalabad",16000000,0,0,2250.0
"Gulberg, Faisalabad, Faisalabad",25000000,0,0,1800.0
"Canal Road, Faisalabad, Faisalabad",60000000,0,0,4500.0
"Sheraz Park, Ahmadabad, Faisalabad",6000000,3,2,675.0
"Canal Road, Faisalabad, Faisalabad",60000000,0,0,4500.0
"Green Valley, Samundari Road, Faisalabad",10000000,3,3,900.0
"Green Valley, Samundari Road, Faisalabad",14000000,3,3,1125.0
"Green Valley, Samundari Road, Faisalabad",14000000,3,3,1125.0
"Green Valley, Samundari Road, Faisalabad",13500000,3,3,1125.0
"Sitara Diamond City, Satiana Road, Faisalabad",8000000,2,2,1125.0
"Kashmir Road, Faisalabad, Faisalabad",4500000,4,3,675.0
"Nisar Colony, Faisalabad, Faisalabad",8200000,2,2,900.0
"Gulistan Colony - Block G, Gulistan Colony No 1, Faisalabad",30000000,5,5,2025.0
"Ghalib City, Faisalabad, Faisalabad",19500000,4,4,1125.0
"Millat Town, Faisalabad, Faisalabad",30000000,8,8,2250.0
"Eden Executive Extension, Eden Gardens, Faisalabad",14500000,2,3,1125.0
"Jhang Road, Faisalabad, Faisalabad",7500000,4,2,3375.0
"Abdullah City, Faisalabad, Faisalabad",10000000,4,2,675.0
"Saifabad, Faisalabad, Faisalabad",15000000,4,3,900.0
"Paradise Valley, Faisalabad, Faisalabad",180000000,11,10,9000.0
"Khayaban Colony, Faisalabad, Faisalabad",8000000,3,3,1125.0
"Lower Canal Road, Faisalabad, Faisalabad",10500000,2,3,900.0
"Suhail Abad, Faisalabad, Faisalabad",14000000,5,4,1125.0
"Satiana Road, Faisalabad, Faisalabad",18500000,5,6,2925.0
"Rachna Town, Faisalabad, Faisalabad",19000000,5,6,2925.0
"Mustafabad, Civil Lines, Faisalabad",16000000,4,4,1125.0
"Peoples Colony No 2, Faisalabad, Faisalabad",15000000,3,2,675.0
"204 Chak Road, Faisalabad, Faisalabad",10800000,6,6,1125.0
"Officers Colony 2, Faisalabad, Faisalabad",55000000,6,8,4500.0
"Kashmir Road, Faisalabad, Faisalabad",8500000,2,1,675.0
"Samundari Road, Faisalabad, Faisalabad",30000000,5,0,4950.0
"Al Masoom Town, Faisalabad, Faisalabad",35000000,5,5,3600.0
"TECH Town (TNT Colony), Satiana Road, Faisalabad",35000000,4,5,2250.0
"Wapda City - Block B, Wapda City, Faisalabad",26000000,4,6,2250.0
"Canal Park, Faisalabad, Faisalabad",22000000,4,5,1350.0
"Model City 2, Satiana Road, Faisalabad",12800000,4,4,1125.0
"Model City 2, Satiana Road, Faisalabad",12900000,4,4,1125.0
"Samanabad, Faisalabad, Faisalabad",12000000,10,10,2250.0
"Saifabad, Faisalabad, Faisalabad",9000000,8,5,1125.0
"Abdullah City, Faisalabad, Faisalabad",10500000,3,4,675.0
"Gulistan Colony No 2, Faisalabad, Faisalabad",18000000,4,3,2048.0
"Eden Orchard, Faisalabad, Faisalabad",15000000,5,6,1125.0
"Samanabad, Faisalabad, Faisalabad",4500000,3,3,450.0
"Mansoorabad, Faisalabad, Faisalabad",7500000,5,2,1125.0
"Kohinoor One, Jaranwala Road, Faisalabad",3300000,1,1,315.0
"Canal Road, Faisalabad, Faisalabad",27000000,4,5,1575.0
"Peoples Colony No 2, Faisalabad, Faisalabad",30000000,7,9,2250.0
"Karim Town, Faisalabad, Faisalabad",25000000,3,5,3375.0
"Eden Valley, Faisalabad, Faisalabad",17000000,3,4,1125.0
"Sitara Colony, Faisalabad, Faisalabad",5500000,3,2,608.0
"Madina Town, Faisalabad, Faisalabad",20000000,6,6,1800.0
"Kohinoor City, Faisalabad, Faisalabad",3500000,1,1,315.0
"Madina Town, Faisalabad, Faisalabad",11000000,6,3,1125.0
"Green Town, Faisalabad, Faisalabad",8500000,4,5,1125.0
"Satiana Road, Faisalabad, Faisalabad",20000000,5,6,1575.0
"Samanabad, Faisalabad, Faisalabad",9000000,5,2,360.0
"Canal Road, Faisalabad, Faisalabad",7500000,3,4,608.0
"Shahbaz Town, Faisalabad, Faisalabad",18000000,6,4,900.0
"Shahbaz Town, Faisalabad, Faisalabad",19000000,6,4,900.0
"Ghulam Mohammad Abad, Faisalabad, Faisalabad",2100000,2,1,1688.0
"Rasheed Nagar, Faisalabad, Faisalabad",8100000,6,3,1125.0
"Four Season Housing, Faisalabad, Faisalabad",11500000,3,4,675.0
"Samundari Road, Faisalabad, Faisalabad",15000000,4,5,1125.0
"Chak 189 RB Garhi Rasulpur, Faisalabad, Faisalabad",4000000,2,2,900.0
"Sitara Diamond City, Satiana Road, Faisalabad",13000000,5,6,1350.0
"Yousaf Town, Faisalabad, Faisalabad",27500000,0,0,2475.0
"Model City 1, Canal Road, Faisalabad",17500000,3,4,1238.0
"Rasheed Nagar, Faisalabad, Faisalabad",16000000,4,5,1125.0
"Eden Garden Executive - Block E, Eden Executive, Faisalabad",17000000,5,7,1125.0
"Yousafabad, Manawala, Faisalabad",4000000,2,2,562.0
"East Canal Road, Canal Road, Faisalabad",40000000,4,2,450.0
"Citi Housing - Block A, Citi Housing, Faisalabad",15000000,3,4,1125.0
"Madina Town, Faisalabad, Faisalabad",40000000,2,2,4500.0
"Manawala, Faisalabad, Faisalabad",11500000,8,4,1125.0
"Shahbaz Town, Faisalabad, Faisalabad",8000000,6,4,1125.0
"Jhang Road, Faisalabad, Faisalabad",9000000,6,4,1125.0
"Peoples Colony - Block D, Peoples Colony No 1, Faisalabad",8000000,2,2,518.0
"Shadab Colony, Faisalabad, Faisalabad",6500000,4,2,562.0
"Shadab Colony, Faisalabad, Faisalabad",7500000,5,3,1125.0
"Millat Town, Faisalabad, Faisalabad",8000000,0,0,1125.0
"Officers Colony 2, Faisalabad, Faisalabad",35000000,5,5,1845.0
"Hayatabad Phase 7, Hayatabad, Peshawar",82000000,6,6,4500.0
"Hayatabad Phase 7, Hayatabad, Peshawar",59000000,7,8,2250.0
"Hayatabad Phase 7, Hayatabad, Peshawar",82000000,0,0,3150.0
"Hayatabad Phase 7, Hayatabad, Peshawar",59000000,0,0,2250.0
"Hayatabad Phase 7, Hayatabad, Peshawar",59000000,0,0,2250.0
"Askari 6, Peshawar, Peshawar",68000000,5,6,4500.0
